avg_energy_usage,avg_water_usage,avg_transport_distance,avg_recycling_percentage,avg_efficiency,total_energy_usage,total_water_usage,product_lifetime,reuse_percentage,recycle_percentage,landfill_percentage,metal_type,production_route,region,sustainability_score,circularity_index,co2_emissions
18.2,7.43,1281.8,81.1,82.3,15582.08,4004.99,3,31.0,1.8,67.2,Copper,Primary,Asia,4.11,0.33,2085.2
8.36,5.29,688.5,73.6,91.6,3706.53,585.51,8,37.4,1.5,61.1,Steel,Primary,Africa,4.69,0.39,713.39
6.26,12.51,1995.4,66.4,62.7,1821.74,4861.35,22,26.1,30.3,43.6,Steel,Secondary,Europe,4.7,0.56,257.42
16.05,1.8,534.5,11.3,86.2,14064.3,1117.84,13,30.9,16.4,52.7,Lead,Primary,Africa,4.95,0.47,1343.12
6.95,6.86,565.5,72.1,80.3,3199.94,3967.2,16,19.7,28.6,51.7,Copper,Primary,South America,4.82,0.48,466.5
16.81,7.42,1862.0,50.0,74.4,13749.68,3223.42,21,39.6,8.2,52.2,Titanium,Primary,Oceania,4.62,0.48,1976.19
9.63,11.15,59.0,89.4,72.9,2891.25,5102.19,29,23.4,38.8,37.8,Copper,Primary,Africa,5.3,0.62,403.44
14.02,9.04,1396.4,92.0,83.6,753.33,2399.5,10,34.0,43.0,23.0,Zinc,Secondary,North America,6.36,0.77,55.68
3.72,10.34,1453.4,5.5,93.9,1936.95,4995.13,18,31.1,44.5,24.4,Copper,Primary,North America,6.6,0.76,281.22
13.23,11.88,1674.4,82.1,78.9,1921.22,11352.43,3,35.1,15.2,49.7,Steel,Primary,Oceania,4.88,0.5,220.03
10.13,13.07,1949.1,3.8,91.3,7766.24,11213.15,12,39.3,33.0,27.7,Steel,Primary,North America,6.35,0.72,409.97
12.56,5.39,1951.4,36.7,75.3,3922.13,1013.16,16,25.6,14.0,60.4,Steel,Secondary,North America,4.24,0.4,513.66
5.02,8.53,139.9,54.2,63.9,2366.75,667.83,18,40.7,38.1,21.2,Zinc,Secondary,South America,5.86,0.79,469.54
15.26,12.76,1645.5,14.8,62.3,2024.73,11954.18,17,24.9,6.0,69.1,Iron Ore,Primary,South America,3.41,0.31,207.46
17.53,14.85,1296.2,74.6,62.0,5650.38,8173.62,7,47.8,38.1,14.1,Lead,Primary,South America,6.15,0.86,1100.89
5.9,13.45,1298.2,0.8,74.4,4675.25,7544.72,19,37.6,22.0,40.4,Zinc,Primary,Africa,5.21,0.6,301.23
3.72,6.2,265.4,16.9,72.8,721.71,4908.43,23,8.6,42.8,48.6,Iron Ore,Secondary,Oceania,4.75,0.51,115.38
2.43,3.73,1303.9,58.1,87.3,1615.47,1301.6,28,41.5,36.9,21.6,Zinc,Primary,North America,6.54,0.78,108.48
13.56,7.85,1965.1,71.4,88.2,12496.28,3986.33,23,27.6,18.8,53.6,Aluminum,Primary,Asia,4.97,0.46,1137.61
12.93,11.38,1824.5,91.7,61.9,8997.27,11041.21,8,49.2,45.2,5.6,Iron Ore,Secondary,Oceania,6.58,0.94,1220.26
11.84,7.9,883.9,70.5,68.4,9714.37,5439.48,17,35.9,14.2,49.9,Titanium,Secondary,Asia,4.56,0.5,1349.49
6.18,7.76,89.5,67.2,70.4,948.77,1521.41,21,4.2,48.3,47.5,Titanium,Secondary,North America,4.74,0.52,157.76
9.04,12.74,731.0,39.4,80.8,2605.28,2249.44,26,19.7,38.4,41.9,Lead,Primary,Europe,5.33,0.58,370.72
12.7,6.06,1654.5,0.1,65.5,11427.61,1478.95,25,25.9,49.5,24.6,Steel,Primary,Oceania,5.74,0.75,1588.92
10.94,13.04,1406.0,12.0,65.1,7979.09,10150.02,28,42.0,2.7,55.3,Zinc,Primary,Africa,4.19,0.45,1490.92
19.78,6.7,924.1,53.5,95.9,13006.86,2215.07,27,36.5,13.7,49.8,Copper,Secondary,Asia,5.39,0.5,1532.52
4.46,5.6,119.7,67.5,90.6,3035.38,393.79,7,18.5,37.1,44.4,Steel,Primary,Oceania,5.5,0.56,254.33
14.51,7.36,859.5,41.7,66.9,6435.05,6969.67,1,32.7,46.1,21.2,Lead,Primary,Oceania,5.95,0.79,477.92
9.28,11.67,943.4,73.1,75.4,856.81,2465.03,8,28.8,1.4,69.8,Copper,Secondary,South America,3.77,0.3,94.25
9.71,2.76,1857.8,52.2,73.5,7721.58,163.06,19,6.3,0.0,93.7,Zinc,Secondary,Europe,2.52,0.06,1211.62
14.92,3.75,1285.8,7.4,90.1,10366.08,1032.28,29,11.7,12.8,75.5,Steel,Primary,South America,3.93,0.24,584.46
14.46,14.32,630.2,19.2,79.4,7217.91,3913.33,20,17.1,42.6,40.3,Steel,Secondary,Europe,5.37,0.6,500.62
19.84,3.46,1055.4,84.0,64.9,17950.67,1560.13,20,9.8,38.4,51.8,Titanium,Primary,Europe,4.36,0.48,1183.25
4.31,8.95,141.5,72.5,88.1,1591.91,8273.11,10,7.5,17.0,75.5,Copper,Primary,Africa,3.87,0.24,219.35
3.87,9.11,1945.4,89.5,75.1,1275.57,8064.41,12,2.9,0.1,97.0,Aluminum,Primary,Oceania,2.4,0.03,110.25
15.04,7.85,726.5,11.8,70.0,13222.51,3799.79,24,43.7,27.7,28.6,Aluminum,Secondary,South America,5.67,0.71,990.88
12.41,10.03,961.0,99.0,74.3,10016.59,4416.76,1,14.4,11.9,73.7,Steel,Primary,South America,3.54,0.26,1391.46
6.93,4.22,717.0,20.9,78.9,3736.87,2436.03,24,14.5,37.3,48.2,Zinc,Secondary,Asia,4.96,0.52,613.58
3.43,8.74,1368.2,1.2,73.0,597.5,2458.4,25,10.3,22.3,67.4,Steel,Secondary,Oceania,3.82,0.33,59.64
3.54,6.21,1327.8,99.7,69.2,900.29,618.37,25,23.8,33.9,42.3,Lead,Secondary,North America,4.96,0.58,123.1
18.1,10.26,1433.5,28.1,75.1,12188.84,9667.62,21,25.7,42.6,31.7,Titanium,Secondary,North America,5.67,0.68,788.85
5.45,2.98,543.6,66.8,60.7,2266.05,677.54,4,10.4,26.8,62.8,Lead,Primary,Asia,3.68,0.37,431.18
7.82,8.99,638.2,17.7,89.4,6605.16,2143.94,4,30.4,16.8,52.8,Copper,Secondary,Europe,5.04,0.47,664.05
6.08,3.59,259.2,58.0,66.5,5790.94,1790.83,9,36.1,38.5,25.4,Lead,Primary,Asia,5.72,0.75,1156.02
8.39,4.9,1314.5,90.4,61.7,6840.83,2533.46,15,18.7,13.3,68.0,Steel,Primary,Asia,3.45,0.32,1346.19
3.25,4.06,89.2,32.0,84.8,1328.17,274.1,24,29.3,44.6,26.1,Lead,Primary,South America,6.24,0.74,221.57
11.34,3.56,1199.4,67.0,89.4,9063.52,678.38,26,25.1,3.6,71.3,Zinc,Primary,Asia,4.12,0.29,480.46
3.22,12.56,1740.7,18.8,90.9,1236.06,5140.14,15,9.8,41.8,48.4,Aluminum,Secondary,Europe,5.31,0.52,162.57
16.41,5.0,1782.8,62.5,78.8,3425.51,3497.72,26,36.5,4.6,58.9,Copper,Secondary,North America,4.42,0.41,215.89
6.21,13.98,903.6,33.6,67.8,507.5,3732.63,28,40.1,2.8,57.1,Steel,Primary,Africa,4.18,0.43,93.52
11.72,14.58,924.0,21.1,88.0,4880.57,6588.17,7,32.4,18.2,49.4,Copper,Primary,Oceania,5.17,0.51,822.11
17.84,9.0,163.2,31.3,86.6,16205.52,5215.3,12,16.2,47.8,36.0,Titanium,Primary,Asia,5.8,0.64,3173.87
13.72,3.0,1344.8,17.9,69.4,3800.95,2682.49,3,46.3,49.2,4.5,Lead,Secondary,Oceania,6.86,0.96,536.91
11.59,6.24,1644.3,90.2,94.3,2853.31,2244.95,20,22.8,10.1,67.1,Aluminum,Secondary,Asia,4.47,0.33,366.15
7.84,12.17,496.9,39.7,64.0,7615.23,2152.63,9,13.3,7.4,79.3,Zinc,Primary,Oceania,2.96,0.21,973.58
7.99,6.14,848.4,24.5,97.3,589.29,3160.92,14,20.4,17.6,62.0,Copper,Primary,South America,4.82,0.38,63.62
14.05,2.22,1679.3,44.8,92.7,11190.73,1685.84,13,34.6,16.9,48.5,Aluminum,Primary,South America,5.36,0.52,1346.28
19.89,8.79,1755.5,32.1,86.1,7066.95,1356.88,24,42.3,38.0,19.7,Lead,Secondary,Oceania,6.6,0.8,1026.91
13.91,12.83,493.9,74.4,95.7,1190.88,5817.75,28,17.8,22.2,60.0,Steel,Primary,Asia,4.87,0.4,226.2
12.04,12.14,1105.6,97.1,87.4,11099.83,812.12,12,11.6,39.0,49.4,Zinc,Secondary,Asia,5.15,0.51,1547.12
15.15,3.45,393.1,43.8,67.2,2767.3,282.49,1,31.3,37.4,31.3,Zinc,Secondary,Europe,5.45,0.69,494.15
10.37,10.42,212.7,86.1,76.8,5954.35,5301.76,19,46.1,28.9,25.0,Iron Ore,Secondary,North America,6.05,0.75,1068.31
3.08,4.09,1823.1,56.6,62.7,955.88,1363.15,16,9.2,41.7,49.1,Copper,Primary,North America,4.43,0.51,122.19
12.12,4.05,1642.8,15.7,74.8,1356.63,3454.05,12,40.2,9.8,50.0,Aluminum,Secondary,Africa,4.74,0.5,138.54
19.24,13.24,1522.5,69.1,88.2,1874.48,8235.9,10,23.8,8.1,68.1,Copper,Secondary,North America,4.24,0.32,273.55
5.16,4.5,107.0,51.3,74.7,824.46,2165.56,2,40.0,37.5,22.5,Steel,Primary,Africa,6.12,0.78,96.36
14.42,4.69,1689.0,65.1,72.6,1698.66,2052.06,18,25.3,12.2,62.5,Steel,Primary,South America,4.05,0.38,105.68
5.62,1.01,881.7,89.0,82.6,4341.62,527.61,13,18.9,0.1,81.0,Lead,Primary,Africa,3.43,0.19,463.13
11.64,13.19,691.4,44.0,93.1,5951.39,1166.22,29,34.8,45.6,19.6,Zinc,Secondary,Africa,6.81,0.8,1184.99
3.74,12.1,1097.5,90.1,61.8,1405.3,10867.66,24,45.0,31.1,23.9,Zinc,Secondary,North America,5.66,0.76,80.49
10.11,9.78,191.8,75.1,74.6,4523.72,9764.23,6,16.0,22.2,61.8,Aluminum,Primary,Asia,4.15,0.38,698.91
15.61,11.5,1515.7,48.9,66.0,14556.32,2557.75,12,23.0,36.3,40.7,Titanium,Secondary,South America,4.94,0.59,2564.51
8.26,3.13,1169.0,60.3,86.4,7559.67,514.46,28,11.5,16.7,71.8,Copper,Primary,Europe,4.0,0.28,1113.61
13.97,7.42,381.3,32.6,64.0,10196.6,1383.08,28,9.2,47.7,43.1,Copper,Primary,Africa,4.76,0.57,1381.25
16.32,5.92,384.6,98.4,85.3,14532.12,4013.62,29,38.9,3.4,57.7,Steel,Secondary,Africa,4.67,0.42,2268.95
18.69,2.31,376.7,66.7,70.9,6610.01,1567.03,22,10.0,32.0,58.0,Copper,Secondary,Oceania,4.23,0.42,756.19
6.22,7.81,123.4,4.4,67.6,2562.98,6681.67,4,39.7,38.9,21.4,Aluminum,Secondary,Africa,5.96,0.79,163.27
9.19,13.89,1179.7,32.7,95.6,5817.51,10615.23,1,21.5,23.5,55.0,Iron Ore,Secondary,Asia,5.12,0.45,1130.67
4.74,1.56,1682.3,62.3,60.7,3045.19,744.44,11,49.8,37.7,12.5,Zinc,Primary,Europe,6.2,0.88,349.73
19.86,5.08,44.8,5.6,76.6,10081.23,3211.64,23,9.9,46.3,43.8,Steel,Primary,Oceania,5.11,0.56,1510.25
18.69,3.91,107.5,2.4,60.8,8048.38,2752.13,8,4.6,37.2,58.2,Zinc,Secondary,North America,3.91,0.42,1043.85
11.72,4.33,1149.8,45.0,78.4,11566.13,2325.64,2,3.8,15.5,80.7,Zinc,Secondary,South America,3.32,0.19,673.16
17.16,13.72,1640.8,33.3,79.0,14243.96,6885.63,2,41.8,28.1,30.1,Zinc,Secondary,Asia,5.86,0.7,2747.83
11.38,7.55,660.2,43.8,72.2,5271.57,5004.46,16,21.9,45.6,32.5,Iron Ore,Primary,Europe,5.54,0.68,890.27
13.22,7.53,705.7,26.3,65.0,9795.07,4364.39,1,0.2,22.5,77.3,Copper,Primary,South America,3.09,0.23,708.82
3.6,11.65,1196.7,16.5,74.3,1101.9,7709.33,4,43.7,34.1,22.2,Titanium,Secondary,North America,6.12,0.78,217.35
15.59,3.16,555.7,68.9,85.5,2263.06,1997.79,6,43.8,23.3,32.9,Zinc,Primary,South America,5.92,0.67,363.3
4.3,7.82,63.0,51.5,89.7,1654.68,5733.91,21,40.3,6.1,53.6,Aluminum,Primary,Oceania,5.01,0.46,199.97
16.87,7.02,1473.1,20.0,80.2,7301.74,4637.86,20,12.4,2.9,84.7,Zinc,Primary,Africa,3.17,0.15,1034.7
16.08,9.36,1255.0,32.0,82.4,1056.62,5089.55,14,18.6,47.6,33.8,Zinc,Primary,Africa,5.78,0.66,69.75
14.76,14.99,1165.7,59.2,67.6,12163.01,10458.63,20,37.2,30.6,32.2,Copper,Secondary,Asia,5.42,0.68,1630.59
2.65,11.77,1486.0,7.2,70.9,1036.77,5614.38,26,24.5,5.2,70.3,Lead,Secondary,South America,3.61,0.3,63.29
7.46,6.57,1353.7,14.7,66.2,4486.42,1836.89,15,7.7,42.9,49.4,Aluminum,Secondary,Africa,4.52,0.51,590.99
6.74,12.59,419.7,7.3,69.5,810.59,646.46,7,12.1,26.1,61.8,Copper,Secondary,Asia,3.99,0.38,107.73
8.48,3.39,711.4,81.2,68.5,1833.77,1972.86,7,48.6,38.6,12.8,Zinc,Primary,Asia,6.41,0.87,332.22
3.58,1.43,261.0,75.2,79.7,3204.85,873.91,18,7.6,6.3,86.1,Lead,Secondary,Oceania,3.09,0.14,508.8
18.87,3.86,268.4,75.3,81.4,11855.14,3757.5,29,36.3,45.3,18.4,Copper,Secondary,Asia,6.52,0.82,1036.53
11.97,5.77,1355.6,71.6,95.9,11404.66,2269.94,23,23.9,29.5,46.6,Copper,Secondary,North America,5.55,0.53,2090.06
7.5,8.15,1718.6,66.9,67.4,7491.09,3459.08,2,37.4,36.9,25.7,Steel,Secondary,Africa,5.74,0.74,1018.69
9.15,9.61,1925.8,47.7,84.4,3689.89,2322.83,20,33.1,1.6,65.3,Iron Ore,Secondary,Africa,4.27,0.35,520.12
10.05,13.75,1260.4,64.2,91.1,3355.32,1608.85,15,22.0,15.8,62.2,Lead,Primary,Europe,4.62,0.38,252.81
12.81,8.14,376.4,3.8,81.3,11086.26,6383.1,1,17.7,13.4,68.9,Titanium,Secondary,North America,3.99,0.31,1980.74
11.28,8.02,220.2,62.1,69.7,11265.12,2303.32,21,37.7,47.5,14.8,Lead,Primary,Africa,6.35,0.85,2136.37
18.55,1.7,1627.6,77.8,70.0,12023.35,1068.38,17,16.2,9.3,74.5,Iron Ore,Primary,Oceania,3.38,0.26,1998.87
10.95,1.49,1161.7,50.0,61.5,8818.95,1048.04,20,39.4,35.4,25.2,Iron Ore,Primary,Africa,5.58,0.75,1685.41
19.86,8.72,1240.4,35.8,71.6,15742.2,4339.72,29,34.0,2.1,63.9,Aluminum,Primary,Europe,3.95,0.36,1500.94
17.33,7.13,1565.1,27.7,88.3,6716.64,6292.47,25,28.9,9.9,61.2,Steel,Primary,South America,4.59,0.39,1203.41
5.75,12.75,1409.5,64.3,61.8,3424.45,6012.97,13,18.4,16.9,64.7,Steel,Primary,South America,3.62,0.35,422.35
18.75,3.25,1670.6,69.3,68.3,15776.33,1042.16,12,10.3,39.7,50.0,Copper,Secondary,North America,4.55,0.5,1176.72
4.09,1.35,121.9,87.1,86.8,2878.17,1216.64,24,35.5,39.5,25.0,Iron Ore,Primary,Asia,6.35,0.75,432.65
16.71,7.29,1497.6,34.2,89.7,1171.46,6331.26,22,4.6,47.6,47.8,Lead,Secondary,Europe,5.3,0.52,178.79
8.85,4.32,1703.2,77.0,77.3,3273.35,889.22,15,48.5,45.8,5.7,Titanium,Primary,Europe,7.03,0.94,304.55
17.8,1.69,579.4,56.1,86.5,3333.08,126.18,24,48.9,4.1,47.0,Aluminum,Primary,Africa,5.24,0.53,180.4
17.63,11.14,1284.5,88.3,74.7,4783.44,1509.32,5,6.5,41.5,52.0,Lead,Primary,Oceania,4.64,0.48,382.57
16.51,2.56,635.2,52.8,66.1,15027.65,824.88,7,5.2,22.6,72.2,Steel,Secondary,Africa,3.37,0.28,1652.54
16.22,9.52,1916.4,51.8,75.1,1379.49,9269.12,8,20.6,43.3,36.1,Copper,Primary,Oceania,5.45,0.64,103.65
7.48,4.93,76.5,57.8,82.0,1935.9,2862.31,23,48.2,4.5,47.3,Titanium,Primary,Europe,5.1,0.53,153.14
3.46,3.43,1163.8,74.9,96.0,1190.55,1387.77,14,20.0,41.1,38.9,Iron Ore,Secondary,Asia,5.94,0.61,129.42
9.25,6.32,341.3,96.5,62.6,5883.37,5651.85,4,18.2,8.0,73.8,Lead,Primary,South America,3.19,0.26,1142.95
5.12,12.22,1427.3,7.4,79.3,2853.87,5871.46,21,35.2,16.7,48.1,Titanium,Primary,North America,4.97,0.52,469.85
14.51,6.49,360.0,5.3,72.5,3734.24,2268.1,29,8.9,1.4,89.7,Steel,Primary,Oceania,2.69,0.1,365.81
8.23,11.51,478.4,93.8,79.3,1695.62,10867.26,14,18.2,6.2,75.6,Aluminum,Secondary,South America,3.6,0.24,326.81
19.56,2.76,993.8,53.0,60.9,5378.18,2365.44,10,14.6,22.3,63.1,Lead,Primary,North America,3.67,0.37,789.77
13.54,11.82,1830.5,61.5,71.9,7141.04,10064.55,22,30.1,40.9,29.0,Iron Ore,Primary,Asia,5.71,0.71,844.91
16.8,4.32,431.3,48.2,91.2,5168.0,2318.42,28,8.1,38.7,53.2,Aluminum,Secondary,Europe,5.08,0.47,621.43
4.39,10.48,297.0,9.4,81.0,4171.48,8383.65,16,27.4,11.8,60.8,Zinc,Secondary,Asia,4.39,0.39,465.59
17.52,8.92,1520.4,76.8,77.1,8596.57,1965.84,11,42.9,7.6,49.5,Titanium,Primary,Oceania,4.84,0.5,730.27
18.61,14.01,1006.2,74.7,70.8,1969.98,8329.81,22,25.7,19.5,54.8,Titanium,Primary,Europe,4.38,0.45,212.75
10.77,6.42,1824.5,31.2,71.3,7999.99,6321.48,29,34.2,44.2,21.6,Copper,Primary,Africa,6.06,0.78,1033.47
12.91,1.93,301.8,30.6,74.6,4678.62,629.97,25,3.8,4.6,91.6,Iron Ore,Primary,North America,2.66,0.08,604.5
15.77,1.27,1295.4,83.8,91.8,10578.74,1021.89,26,22.5,27.1,50.4,Titanium,Secondary,Africa,5.23,0.5,1737.67
5.15,12.58,473.4,7.2,96.8,1625.42,6490.71,14,4.7,4.4,90.9,Steel,Secondary,Europe,3.36,0.09,168.75
11.05,8.35,322.0,88.1,76.7,6543.88,733.26,14,30.0,23.5,46.5,Zinc,Secondary,North America,4.98,0.54,1030.79
9.18,11.85,1370.0,25.7,74.9,7192.94,9182.19,2,14.1,6.3,79.6,Steel,Primary,North America,3.27,0.2,983.37
4.63,4.28,1191.4,59.3,92.2,4313.35,899.4,22,14.4,4.0,81.6,Aluminum,Secondary,Africa,3.69,0.18,837.98
8.62,5.83,1512.1,93.6,76.2,2569.37,3788.92,13,3.8,9.5,86.7,Zinc,Secondary,North America,2.95,0.13,276.96
3.23,1.42,625.8,67.8,81.0,1189.01,186.56,3,15.5,12.8,71.7,Zinc,Primary,Europe,3.84,0.28,220.18
2.46,14.46,901.5,41.4,68.8,1207.99,13730.12,18,25.3,13.8,60.9,Steel,Primary,Oceania,4.02,0.39,209.1
4.43,10.35,816.9,69.0,88.3,4123.52,3385.88,22,29.2,32.3,38.5,Titanium,Primary,Oceania,5.72,0.62,600.59
19.34,14.06,1968.3,34.4,80.2,17528.18,3727.89,4,3.3,2.7,94.0,Steel,Primary,Europe,2.71,0.06,2597.28
11.89,4.72,591.6,27.7,90.7,1609.72,815.05,21,32.6,4.0,63.4,Iron Ore,Primary,Africa,4.55,0.37,100.93
19.38,9.56,596.7,99.7,89.7,3397.96,9069.59,21,24.4,9.4,66.2,Aluminum,Primary,Asia,4.38,0.34,654.22
9.78,10.5,715.6,75.1,68.2,5092.78,7626.24,19,26.8,43.6,29.6,Lead,Secondary,Europe,5.57,0.7,336.33
7.61,5.45,1133.5,64.5,87.2,1151.3,4112.45,16,41.6,31.4,27.0,Zinc,Primary,Oceania,6.27,0.73,154.83
11.11,12.87,512.1,35.5,90.4,4202.93,6749.47,28,17.1,36.5,46.4,Iron Ore,Primary,Europe,5.39,0.54,418.24
9.91,14.26,1831.4,4.9,73.2,1892.47,7144.14,4,8.7,18.5,72.8,Titanium,Secondary,North America,3.56,0.27,216.65
3.9,13.39,538.7,3.1,66.6,2551.53,2069.03,19,27.6,10.7,61.7,Titanium,Secondary,North America,3.91,0.38,361.11
13.53,11.35,1792.7,55.4,60.1,12880.84,6603.99,23,47.3,1.9,50.8,Steel,Secondary,Europe,4.26,0.49,2400.06
5.89,4.88,215.9,76.2,77.1,5871.72,1388.7,15,25.9,24.4,49.7,Copper,Secondary,Africa,4.83,0.5,696.59
13.15,4.94,1316.6,53.7,73.4,5345.2,4832.74,1,41.6,28.7,29.7,Zinc,Secondary,Asia,5.72,0.7,1059.2
13.7,14.49,1814.9,84.1,81.1,8481.15,11689.83,16,37.9,44.9,17.2,Zinc,Primary,North America,6.57,0.83,1178.22
4.74,1.14,345.8,3.3,67.1,4092.77,504.27,15,25.9,44.1,30.0,Copper,Primary,Oceania,5.51,0.7,303.21
3.1,11.02,1937.0,36.7,92.7,500.93,2135.39,16,32.4,21.2,46.4,Titanium,Secondary,North America,5.46,0.54,39.32
16.05,10.89,911.2,23.7,69.8,11316.63,8669.15,22,20.3,21.2,58.5,Titanium,Secondary,Oceania,4.17,0.42,1781.43
10.28,9.72,1892.0,44.7,68.6,4506.77,1613.04,20,26.5,8.1,65.4,Lead,Secondary,Asia,3.79,0.35,259.41
3.05,14.86,1356.9,7.2,78.3,749.81,3415.82,1,25.4,12.9,61.7,Lead,Secondary,North America,4.26,0.38,91.52
19.91,5.37,610.2,95.4,79.0,8613.38,1347.57,17,35.5,46.3,18.2,Zinc,Primary,Africa,6.46,0.82,622.17
3.04,5.76,384.7,22.3,68.2,371.37,3335.31,5,20.5,7.1,72.4,Lead,Secondary,Oceania,3.43,0.28,42.7
14.51,2.11,614.4,92.2,70.3,10311.34,1683.16,5,5.0,48.4,46.6,Lead,Secondary,North America,4.78,0.53,1675.47
19.71,7.2,195.1,42.6,66.4,5717.98,2509.91,26,39.4,25.2,35.4,Aluminum,Primary,North America,5.22,0.65,679.42
6.31,4.65,296.3,98.6,87.3,2182.22,606.53,7,34.2,22.8,43.0,Zinc,Primary,Europe,5.47,0.57,162.61
4.56,5.81,218.3,55.4,89.3,752.52,2854.52,13,47.5,8.7,43.8,Titanium,Primary,Africa,5.49,0.56,66.06
4.18,12.68,851.7,93.1,77.6,3642.56,9645.74,12,21.4,33.1,45.5,Titanium,Secondary,Africa,5.05,0.55,382.95
7.46,14.1,1593.2,0.5,87.1,3870.04,3674.19,4,3.9,23.0,73.1,Lead,Secondary,Europe,3.96,0.27,233.88
3.82,3.6,291.4,74.8,88.0,2267.32,932.14,25,6.1,18.5,75.4,Aluminum,Primary,Oceania,3.87,0.25,312.1
14.46,6.22,269.3,90.3,65.3,8545.3,5908.16,4,38.7,13.2,48.1,Lead,Secondary,South America,4.55,0.52,1206.0
3.12,14.0,1290.4,14.0,96.7,1372.7,13390.24,23,3.4,3.3,93.3,Lead,Secondary,Asia,3.24,0.07,81.43
11.17,1.87,402.4,9.6,91.2,2601.53,1853.06,21,45.4,26.0,28.6,Iron Ore,Primary,Africa,6.31,0.71,287.07
19.94,2.29,204.2,42.5,67.8,15112.05,1871.56,21,14.1,15.6,70.3,Iron Ore,Primary,South America,3.52,0.3,1694.06
16.65,3.28,342.0,93.4,67.1,2842.21,750.38,6,44.9,35.4,19.7,Aluminum,Primary,Oceania,6.03,0.8,284.43
13.07,9.33,1848.2,54.2,64.8,1943.25,2345.4,24,38.7,36.2,25.1,Aluminum,Secondary,Asia,5.69,0.75,259.74
7.51,3.11,1644.7,52.7,65.3,5442.03,1160.7,15,43.6,16.6,39.8,Iron Ore,Primary,Africa,4.97,0.6,554.51
13.23,14.55,714.6,14.1,88.4,3286.27,5124.89,21,10.7,33.5,55.8,Iron Ore,Secondary,North America,4.86,0.44,369.58
11.49,7.25,1315.1,0.1,77.8,3923.08,6950.58,19,29.8,12.9,57.3,Iron Ore,Secondary,Africa,4.47,0.43,665.47
9.67,8.02,1079.2,81.0,89.8,4849.18,6412.95,6,4.7,36.4,58.9,Iron Ore,Secondary,Asia,4.75,0.41,360.37
4.35,4.45,1357.5,8.8,88.4,2074.44,3283.25,12,10.1,0.8,89.1,Zinc,Primary,South America,3.2,0.11,296.37
17.96,7.59,1368.5,63.4,83.0,12987.78,1720.39,14,15.5,7.6,76.9,Zinc,Primary,North America,3.64,0.23,1634.37
10.1,10.27,1261.2,91.5,86.1,6486.83,9387.29,18,37.0,12.3,50.7,Lead,Primary,Asia,5.05,0.49,621.18
5.5,11.52,539.5,20.9,60.7,3641.97,9636.21,28,1.2,38.6,60.2,Steel,Secondary,Oceania,3.81,0.4,579.55
8.62,11.55,87.6,66.5,71.8,6278.39,2373.06,12,45.2,3.3,51.5,Lead,Primary,Asia,4.58,0.48,833.01
9.45,9.09,916.6,7.9,84.2,3099.43,7977.49,24,3.5,9.4,87.1,Aluminum,Primary,Africa,3.17,0.13,376.9
16.9,13.66,1783.0,60.4,60.4,6020.06,4215.96,24,18.8,17.9,63.3,Copper,Secondary,Oceania,3.65,0.37,903.91
15.21,12.44,1143.3,16.4,61.3,7089.35,1577.72,15,4.1,0.5,95.4,Steel,Secondary,Europe,2.07,0.05,1207.63
15.85,11.6,1666.5,73.6,92.4,5422.11,7818.18,19,38.4,38.1,23.5,Copper,Primary,Europe,6.6,0.76,1062.19
2.2,1.78,1983.3,30.1,86.0,2168.52,1194.58,28,7.1,28.0,64.9,Copper,Primary,North America,4.34,0.35,313.14
9.49,1.1,335.6,46.3,70.1,7813.59,154.2,8,44.2,45.0,10.8,Titanium,Secondary,Asia,6.56,0.89,1415.56
10.66,3.97,1386.6,59.9,86.1,2200.46,1401.05,9,26.5,1.6,71.9,Aluminum,Secondary,South America,3.99,0.28,110.38
2.35,10.29,1351.8,17.1,90.1,129.99,10219.76,5,47.4,13.6,39.0,Zinc,Secondary,North America,5.75,0.61,16.84
6.68,6.76,1960.1,74.2,71.7,605.5,4694.86,5,14.5,36.6,48.9,Steel,Primary,Oceania,4.71,0.51,49.77
15.69,6.63,1971.3,30.3,61.4,4422.39,4929.88,6,22.7,33.8,43.5,Lead,Primary,North America,4.67,0.56,283.6
4.47,13.38,1376.5,66.2,95.4,708.84,3375.39,23,34.7,12.2,53.1,Aluminum,Secondary,Africa,5.21,0.47,92.0
11.64,13.54,494.8,15.8,73.1,6479.65,1690.37,3,41.6,29.8,28.6,Iron Ore,Primary,Oceania,5.76,0.71,1049.86
5.87,13.73,1599.1,68.8,64.0,5078.11,4298.27,5,21.1,39.7,39.2,Aluminum,Primary,South America,4.96,0.61,567.94
2.22,5.39,223.0,12.8,78.7,1664.81,1543.98,1,44.6,1.7,53.7,Copper,Primary,Asia,4.68,0.46,250.58
6.34,10.67,1563.6,42.5,89.2,1615.61,2910.96,11,5.9,35.9,58.2,Zinc,Secondary,Oceania,4.77,0.42,199.46
19.57,4.8,1821.3,24.7,68.4,8402.07,1118.96,26,35.4,12.6,52.0,Iron Ore,Primary,Asia,4.45,0.48,970.97
16.43,3.67,771.8,74.8,70.2,8748.97,2187.39,21,17.4,47.4,35.2,Aluminum,Secondary,Asia,5.35,0.65,818.37
19.27,3.58,1265.0,26.2,69.2,15795.53,1294.88,20,5.1,26.9,68.0,Aluminum,Primary,North America,3.68,0.32,1696.27
